Train Loss,Valid Loss,Train AUROC,Valid AUROC,lr
0.680027070798372,0.8888484403120973,0.6358371061524069,0.5047730297449082,9.999908644645674e-05
0.6008596310490056,0.5484818543252766,0.7530679470032982,0.5063025088896855,9.999651337736939e-05
0.519364584433405,0.4459375657326232,0.8366470809015774,0.5109436869841819,9.999228317425167e-05
0.49613933186782033,0.4019066697355475,0.8512038724773725,0.5135279793322538,9.998639597872999e-05
0.425382861965581,0.42143185332931943,0.9072607639280588,0.5146355331957132,9.997885198790657e-05
0.43299007572625814,0.5405622819638267,0.8944417746007998,0.5154793837583489,9.99696514543529e-05
0.39362042201192754,0.29746958162118853,0.9094844397088979,0.5152156804575252,9.995879468610113e-05
0.39259791374206543,0.29214966120249136,0.9257903324021458,0.5152684211176899,9.994628204663379e-05
0.35704495640177475,0.47136392274240807,0.9310102951227748,0.5155848650786784,9.99321139548719e-05
0.328061359493356,0.3036492563138797,0.9385034251998974,0.5161650123404904,9.991629088516045e-05
0.33792230173161153,0.2908324260627913,0.9354369292606316,0.5154266430981842,9.989881336725296e-05
0.3085406399086902,0.2561009398451146,0.9445581625275491,0.516059531020161,9.987968198629347e-05
0.3014549173806843,0.3416133058533244,0.9467662194362181,0.5162704936608199,9.985889738279717e-05
0.329241187164658,0.2579658728957104,0.9389518812003588,0.5168506409226319,9.983646025262869e-05
0.2765988833025882,0.4597434410898704,0.9598938388990025,0.5166924189421378,9.981237134697906e-05
0.2795069958818586,0.27496021599714715,0.9588024677562267,0.5169033815827967,9.978663147234042e-05
0.32268972616446645,0.3046887901463269,0.9503424245118423,0.5168506409226319,9.975924149047919e-05
0.28725799055475937,0.48792698082239394,0.9559634455383347,0.5167979002624672,9.973020231840673e-05
0.2746143701829408,0.30602600112746947,0.9607904743661733,0.5173780475242792,9.969951492834933e-05
0.22558998904730143,0.3868762667723528,0.9680569283047081,0.5173253068641145,9.96671803477151e-05
0.2581320879490752,0.3128053605520386,0.9542753559757235,0.5171670848836203,9.963319965905985e-05
0.23052658924930974,0.2705777899234097,0.9738193101651937,0.516639678281973,9.959757400005085e-05
0.25971151888370514,0.2750353486446956,0.9668963665520157,0.5174835288446087,9.956030456342862e-05
0.24601026585227564,0.4083410173311586,0.9693062028056223,0.5175362695047735,9.952139259696709e-05
0.2635024558556707,0.22919815109037472,0.9691110212281743,0.5176944914852677,9.948083940343164e-05
0.22887425712848963,0.3287396097746421,0.9768743682983907,0.5173780475242792,9.943864634053588e-05
0.20038733160809466,0.21901989127562885,0.9815164605188231,0.5176944914852677,9.939481482089575e-05
0.2166491111642436,0.2815928377576628,0.9831699637069474,0.5176417508251029,9.934934631198244e-05
0.19763985237008647,0.40089167915352325,0.9828205459593453,0.5173253068641145,9.930224233607332e-05
0.2078280766543589,0.44196429673575544,0.983302801901695,0.517430788184444,9.92535044702009e-05
0.17887287822208905,0.2764723990123825,0.9803957051426296,0.5173253068641145,9.920313434609994e-05
0.16278627710907081,0.41985229340053054,0.986038154795411,0.5168506409226319,9.915113365015298e-05
0.1647098805559309,0.3122939525915593,0.988238637731468,0.5175890101649382,9.909750412333377e-05
0.13658220517007927,0.511394220651965,0.9901653771512059,0.5170088629031261,9.9042247561149e-05
0.15931854102956622,0.3058986430959511,0.9851912535066457,0.5171670848836203,9.898536581357824e-05
0.19044491687887594,0.4074562241062116,0.9846483828778719,0.517219825543785,9.8926860785012e-05
0.13324549343240888,0.33895256373464955,0.9932558930821042,0.5173253068641145,9.886673443418783e-05
0.1512629134874595,0.29251751137602916,0.9897037358038508,0.5177999728055971,9.880498877412498e-05
0.148260842224485,0.4569679988578621,0.992596920385844,0.5171670848836203,9.874162587205676e-05
0.13265207390251912,0.30602065351498914,0.9922975818550306,0.5167979002624672,9.867664784936162e-05
0.15603888142657907,0.35966406954843877,0.9872850594670113,0.5176417508251029,9.86100568814917e-05
0.12011348456144333,0.3831325893254803,0.9929442369008473,0.5174835288446087,9.854185519790046e-05
0.1227249509998058,0.3574650089968919,0.9928363306048098,0.5167979002624672,9.847204508196777e-05
0.11395696932940107,0.407362655572354,0.9947842138489031,0.5167979002624672,9.84006288709234e-05
0.12259025969787647,0.3618038627936723,0.993343072699461,0.5165869376218083,9.832760895576903e-05
0.1262416673922225,0.3579314146563185,0.9959657806221173,0.5164814563014788,9.825298778119803e-05
0.11904122729442622,0.3786450102789918,0.9912079872967725,0.5173253068641145,9.817676784551368e-05
0.12658471633729182,0.36084761856397957,0.9927134208902327,0.516639678281973,9.809895170054534e-05
0.12125027846348913,0.30209750278222786,0.994252656971527,0.5172725662039498,9.801954195156327e-05
0.0834887712017486,0.38149526803728884,0.9971909357276802,0.516639678281973,9.793854125719133e-05
